ID,Model,Model Name,Language,Answerable,Question,Expected Answer,Expected Keywords,Generated Answer,Expected Source,Retrieved Sources,Citations,Generation Failed,Generation Error,Abstained,False Refusal,Correct Unanswerable Refusal,No Citation On Unanswerable,Normalized Exact Match,Token F1,Keyword Coverage,Faithfulness,Answer Relevance,Context Precision,Context Recall,Citation Accuracy,Retrieval Top K,Precision@K,Recall@K,Hit@K,MRR,First Relevant Rank,Retrieval Debug Available,Retrieval Time (ms),Retrieval No Result,Hallucination,Judge Reason,Judge Error,System Confidence,Backend Response Time (ms),Client Response Time (ms),Context Fingerprint
ID-041,ollama,qwen3-custom:latest,ID,True,Berapa hari cuti tahunan yang diberikan kepada karyawan?,"Karyawan berhak atas 12 hari cuti tahunan per tahun, yang terakumulasi setiap bulan.",12 hari | cuti tahunan | terakumulasi setiap bulan,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,Policy_Leave.docx,,,1,Answerable question returned no generation contexts. Verify that the source document is indexed.,1,1,0,0,0.0,0.0769,0.3333,,,0.0,0.0,0.0,5,0.2,1.0,1.0,1.0,1.0,1,6447.74,1.0,,Answerable question returned no generation contexts. Verify that the source document is indexed.,GENERATION_FAILED,0.0,8091,10163.5,4f53cda18c2baa0c
ID-042,ollama,qwen3-custom:latest,ID,True,Kapan surat keterangan dokter diperlukan untuk cuti sakit?,Surat keterangan dokter diperlukan jika cuti sakit lebih dari 2 hari berturut-turut.,surat keterangan dokter | lebih dari 2 hari berturut-turut,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,Policy_Leave.docx,,,1,Answerable question returned no generation contexts. Verify that the source document is indexed.,1,1,0,0,0.0,0.0,0.5,,,0.0,0.0,0.0,5,0.2,1.0,1.0,1.0,1.0,1,5024.4,1.0,,Answerable question returned no generation contexts. Verify that the source document is indexed.,GENERATION_FAILED,0.0,5856,7929.71,4f53cda18c2baa0c
ID-043,ollama,qwen3-custom:latest,ID,True,Apa saja persyaratan panjang dan kompleksitas kata sandi perusahaan?,"Kata sandi harus terdiri dari minimal 12 karakter, mencakup huruf besar, huruf kecil, angka, dan simbol.",12 karakter | huruf besar | huruf kecil | angka | simbol,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,Policy_Password.docx,,,1,Answerable question returned no generation contexts. Verify that the source document is indexed.,1,1,0,0,0.0,0.0,0.0,,,0.0,0.0,0.0,5,0.2,1.0,1.0,1.0,1.0,1,6178.71,1.0,,Answerable question returned no generation contexts. Verify that the source document is indexed.,GENERATION_FAILED,0.0,9522,11597.9,4f53cda18c2baa0c
ID-044,ollama,qwen3-custom:latest,ID,True,Berapa lama siklus penggantian kata sandi dan apakah kata sandi lama boleh dipakai ulang?,"Kata sandi harus diganti setiap 90 hari, dan 5 kata sandi terakhir tidak boleh digunakan kembali.",90 hari | 5 kata sandi terakhir tidak boleh dipakai ulang,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,Policy_Password.docx,,,1,Answerable question returned no generation contexts. Verify that the source document is indexed.,1,1,0,0,0.0,0.069,0.0,,,0.0,0.0,0.0,5,0.2,1.0,1.0,0.3333,3.0,1,6023.33,1.0,,Answerable question returned no generation contexts. Verify that the source document is indexed.,GENERATION_FAILED,0.0,3168,5195.13,4f53cda18c2baa0c
ID-045,ollama,qwen3-custom:latest,ID,True,Siapa yang menyetujui pembelian dengan nilai di bawah IDR 10.000.000?,Pembelian dengan nilai di bawah IDR 10.000.000 disetujui oleh manajer.,di bawah IDR 10.000.000 | persetujuan manajer,"Manajer menyetujui pembelian dengan nilai di bawah IDR 10.000.000. Hal ini disebutkan dalam dokumen SOP_Procurement.pdf, halaman 1.",Policy_Procurement_Threshold.docx,SOP_Procurement.pdf,SOP_Procurement.pdf,0,,0,0,0,0,0.0,0.5517,0.5,5.0,5.0,0.0,0.0,0.0,5,0.2,1.0,1.0,0.5,2.0,1,5300.47,0.0,0,"Context states purchases under IDR 10M require manager approval, directly answering the question.",,0.6217,8852,10922.24,e0ec791959012594
ID-046,ollama,qwen3-custom:latest,ID,True,Berapa nilai uang makan (per diem) harian untuk perjalanan dinas domestik?,Uang makan harian untuk perjalanan dinas domestik adalah IDR 250.000 per hari.,IDR 250.000 | per hari | uang makan (per diem),Nilai uang makan (per diem) harian untuk perjalanan dinas domestik adalah IDR 250.000 per hari.,Policy_Travel_Expense.docx,Policy_Travel_Expense.docx,Policy_Travel_Expense.docx,0,,0,0,0,0,0.0,0.8889,1.0,5.0,5.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1,4871.84,0.0,0,Answer exactly matches retrieved context and expected response.,,0.5975,5981,8040.96,42b68bccebe578fa
ID-047,ollama,qwen3-custom:latest,ID,True,Berapa batas maksimum biaya hotel per malam untuk perjalanan dinas domestik?,Biaya hotel dibatasi maksimal IDR 800.000 per malam untuk perjalanan dinas domestik.,IDR 800.000 | per malam | batas biaya hotel,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,Policy_Travel_Expense.docx,,,1,Answerable question returned no generation contexts. Verify that the source document is indexed.,1,1,0,0,0.0,0.0,0.6667,,,0.0,0.0,0.0,5,0.2,1.0,1.0,1.0,1.0,1,5905.32,1.0,,Answerable question returned no generation contexts. Verify that the source document is indexed.,GENERATION_FAILED,0.0,3131,5211.77,4f53cda18c2baa0c
ID-048,ollama,qwen3-custom:latest,ID,True,Siapa saja yang berhak mengajukan kerja jarak jauh (remote work)?,"Seluruh karyawan tetap (confirmed employees) berhak bekerja jarak jauh, dengan persetujuan manajer.",karyawan tetap | memenuhi syarat | persetujuan manajer,"Berdasarkan dokumen Policy_WFH.docx, hanya karyawan yang memenuhi syarat dan diizinkan oleh atasan langsung berhak mengajukan kerja jarak jauh. Karyawan harus mematuhi kebijakan dan prosedur yang ditetapkan dalam kebijakan kerja jarak jauh.",Policy_WFH.docx,Policy_WFH.docx,Policy_WFH.docx,0,,0,0,0,0,0.0,0.1778,0.3333,5.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1,5469.92,0.0,0,System answer aligns with context but differs from expected answer due to context specifying 'qualified employees' rather than 'all confirmed employees'.,,0.807,11508,13581.91,1cf1a5aa10852244
ID-049,ollama,qwen3-custom:latest,ID,True,Berapa skor CSAT dan NPS perusahaan secara keseluruhan pada tahun 2025?,"Skor CSAT keseluruhan pada 2025 adalah 87%, dan Net Promoter Score mencapai 46.",87% | CSAT | NPS 46,Skor CSAT perusahaan secara keseluruhan pada tahun 2025 adalah 87%. Skor NPS perusahaan pada tahun 2025 adalah 46.,Report_CSAT_2025.pdf,Report_CSAT_2025.pdf,Report_CSAT_2025.pdf,0,,0,0,0,0,0.0,0.5161,1.0,5.0,5.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1,5160.1,0.0,0,Answer matches retrieved context facts without adding unsupported information.,,0.6696,7575,9633.11,4d2e6ffd595a3ea4
ID-050,ollama,qwen3-custom:latest,ID,True,Berapa jumlah karyawan yang direkrut pada semester pertama 2025 dan berapa total headcount-nya?,"Perusahaan merekrut 37 karyawan pada semester pertama (H1) 2025, sehingga total headcount mencapai 312 orang, dengan rata-rata waktu perekrutan 28 hari.",37 karyawan | 312 total karyawan | 28 hari,"Perusahaan merekrut 37 karyawan pada semester pertama 2025, dan total headcount mencapai 312.",Report_Hiring_H1_2025.pdf,Report_Hiring_H1_2025.pdf,Report_Hiring_H1_2025.pdf,0,,0,0,0,0,0.0,0.6857,0.6667,,,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1,5452.56,0.0,,,"HTTPConnectionPool(host='localhost', port=11434): Read timed out. (read timeout=120)",0.6135,7110,9192.18,f9afd7455105a414
